Project_ID,Project_Name,Asset_Class,Country,Development_Stage,Solar_Capacity_MW,BESS_Power_MW,BESS_Energy_MWh,Cost_Profile_Label,Cost_Line_ID,Cost_Category,Cost_Group,Cost_Description,Vendor,One_Off_or_Recurring,Period,Currency,Amount_USD_mn,Total_Project_Cost_USD_mn,Cost_per_Solar_MW_USD_mn,Cost_as_pct_Total,Controllable_Flag,Duplicate_Group_ID,Potential_Duplicate_Flag,Expected_Optimization_Flag,Synthetic_Flag
COST_SOLB_005,Gujarat Flex,Solar PV + BESS,India,Development,250,100,200,Mid-cost solar+BESS,COST_SOLB_005-C013,Transaction legal advisory,Advisory,Transaction legal advisory,Vendor_9,One-off,Development / Construction,USD,1.01,237.94,0.004,0.42,Yes,,No,No,Yes
COST_SOLB_005,Gujarat Flex,Solar PV + BESS,India,Development,250,100,200,Mid-cost solar+BESS,COST_SOLB_005-C014,Financing fees,Financing,Financing fees,Vendor_1,One-off,Development / Construction,USD,4.44,237.94,0.0178,1.87,Yes,,No,No,Yes
COST_SOLB_005,Gujarat Flex,Solar PV + BESS,India,Development,250,100,200,Mid-cost solar+BESS,COST_SOLB_005-C015,EPC contingency,Contingency,EPC contingency,Vendor_2,One-off,Development / Construction,USD,10.53,237.94,0.0421,4.43,Yes,,No,No,Yes
COST_SOLB_005,Gujarat Flex,Solar PV + BESS,India,Development,250,100,200,Mid-cost solar+BESS,COST_SOLB_005-C016,O&M mobilisation,Operations,O&M mobilisation,Vendor_3,One-off,Development / Construction,USD,3.12,237.94,0.0125,1.31,Partially,,No,No,Yes
COST_SOLB_005,Gujarat Flex,Solar PV + BESS,India,Development,250,100,200,Mid-cost solar+BESS,COST_SOLB_005-C017,Corporate/platform overhead,Overhead,Corporate/platform overhead,Vendor_4,One-off,Development / Construction,USD,5.3,237.94,0.0212,2.23,Yes,,No,No,Yes
COST_SOL_006,Desert Pearl,Solar PV,UAE,Operating,400,0,0,Low-cost utility solar,COST_SOL_006-C001,Development & permitting,EPC,Development & permitting,Vendor_7,One-off,Development / Construction,USD,10.03,253.69,0.0251,3.95,Partially,,No,No,Yes
COST_SOL_006,Desert Pearl,Solar PV,UAE,Operating,400,0,0,Low-cost utility solar,COST_SOL_006-C002,Land,EPC,Land,Vendor_8,One-off,Development / Construction,USD,9.19,253.69,0.023,3.62,Partially,,No,No,Yes
COST_SOL_006,Desert Pearl,Solar PV,UAE,Operating,400,0,0,Low-cost utility solar,COST_SOL_006-C003,PV modules,EPC,PV modules,Vendor_9,One-off,Development / Construction,USD,85.87,253.69,0.2147,33.85,Partially,,No,No,Yes
COST_SOL_006,Desert Pearl,Solar PV,UAE,Operating,400,0,0,Low-cost utility solar,COST_SOL_006-C004,Inverters,EPC,Inverters,Vendor_1,One-off,Development / Construction,USD,19.54,253.69,0.0488,7.7,Partially,,No,No,Yes
COST_SOL_006,Desert Pearl,Solar PV,UAE,Operating,400,0,0,Low-cost utility solar,COST_SOL_006-C005,Balance of plant,EPC,Balance of plant,Vendor_2,One-off,Development / Construction,USD,46.12,253.69,0.1153,18.18,Partially,,No,No,Yes
COST_SOL_006,Desert Pearl,Solar PV,UAE,Operating,400,0,0,Low-cost utility solar,COST_SOL_006-C006,BESS equipment,BESS,BESS equipment,Vendor_3,One-off,Development / Construction,USD,0.0,253.69,0.0,0.0,Partially,,No,No,Yes
COST_SOL_006,Desert Pearl,Solar PV,UAE,Operating,400,0,0,Low-cost utility solar,COST_SOL_006-C007,Grid interconnection,Grid,Grid interconnection,Vendor_4,One-off,Development / Construction,USD,23.72,253.69,0.0593,9.35,Partially,,No,No,Yes
COST_SOL_006,Desert Pearl,Solar PV,UAE,Operating,400,0,0,Low-cost utility solar,COST_SOL_006-C008,Civil works,EPC,Civil works,Vendor_5,One-off,Development / Construction,USD,15.11,253.69,0.0378,5.96,Partially,,No,No,Yes
COST_SOL_006,Desert Pearl,Solar PV,UAE,Operating,400,0,0,Low-cost utility solar,COST_SOL_006-C009,Owner's engineer,Advisory,Owner's engineer,Vendor_6,One-off,Development / Construction,USD,3.77,253.69,0.0094,1.49,Yes,,No,No,Yes
COST_SOL_006,Desert Pearl,Solar PV,UAE,Operating,400,0,0,Low-cost utility solar,COST_SOL_006-C010,Technical advisory,Advisory,Technical advisory,Vendor_7,One-off,Development / Construction,USD,2.24,253.69,0.0056,0.88,Yes,,No,No,Yes
COST_SOL_006,Desert Pearl,Solar PV,UAE,Operating,400,0,0,Low-cost utility solar,COST_SOL_006-C011,Construction insurance,Insurance,Construction insurance,Vendor_8,One-off,Development / Construction,USD,4.1,253.69,0.0102,1.62,Partially,,No,No,Yes
COST_SOL_006,Desert Pearl,Solar PV,UAE,Operating,400,0,0,Low-cost utility solar,COST_SOL_006-C012,Legal due diligence,Advisory,Legal due diligence,Vendor_9,One-off,Development / Construction,USD,1.8,253.69,0.0045,0.71,Yes,,No,No,Yes
COST_SOL_006,Desert Pearl,Solar PV,UAE,Operating,400,0,0,Low-cost utility solar,COST_SOL_006-C013,Transaction legal advisory,Advisory,Transaction legal advisory,Vendor_1,One-off,Development / Construction,USD,1.38,253.69,0.0034,0.54,Yes,,No,No,Yes
