document_id,file_name,relative_file_path,source_institution,project_name,project_type,technology_subtype,country,project_stage,document_type,publication_year,source_url,file_format,page_count,is_scanned,file_checksum,ingestion_status,parsing_quality,applicable_to_a1,document_priority
ADB_CONTROL_README,README.txt,ADB_Project_Documents/README.txt,ADB,ADB repository instructions,Repository metadata,,N/A,N/A,README,2026,,TXT,,N/A,412864f034a90dedbe1e40a60e852b763ffd9883f9dc16a579a98d14d797d6df,Not queued,High,No,Control / Do not index
ADB_CONTROL_SOURCE_URLS,source_urls.csv,ADB_Project_Documents/source_urls.csv,ADB,Multiple ADB projects,Repository metadata,,Multiple,N/A,Source URL manifest,2026,,CSV,,N/A,36801243f5eaffb68cc3aa85045d01e9601308054777b05888f11dd2f552bd1a,Not queued,High,No,Control / Do not index
IFC_002_HTML,IFC_Azure_RG_Project_SII.html,IFC_Disclosure_Pages/IFC_Azure_RG_Project_SII.html,IFC,Azure RG Project,Solar energy,Distributed and rooftop solar photovoltaic,India,Active,Summary of Investment Information - HTML source page,2018,https://disclosures.ifc.org/project-detail/SII/40099/azure-rg-project,HTML,,N/A,892049e4524442235991bf3ed81d7ebeed56cda2506667971a3f3783e18fe762,Pending,Medium,Yes,Primary
IFC_002_METADATA_JSON,IFC_Azure_RG_Project_SII.metadata.json,IFC_Disclosure_Pages/IFC_Azure_RG_Project_SII.metadata.json,IFC,Azure RG Project,Solar energy,Distributed and rooftop solar photovoltaic,India,Active,IFC disclosure metadata,2018,https://disclosures.ifc.org/project-detail/SII/40099/azure-rg-project,JSON,,N/A,d81a4ac55f1f91cfb122358a409debe02ea189bc4d6f095cf278a731da15130e,Pending,High,Supplementary,Supplementary
IFC_002_TXT,IFC_Azure_RG_Project_SII.txt,IFC_Disclosure_Pages/IFC_Azure_RG_Project_SII.txt,IFC,Azure RG Project,Solar energy,Distributed and rooftop solar photovoltaic,India,Active,Summary of Investment Information - extracted plain text,2018,https://disclosures.ifc.org/project-detail/SII/40099/azure-rg-project,TXT,,N/A,2a02e15669f02d15656f60231dcb187fcd103b0dca8dc94733d9c99d4817def5,Pending,Medium,Supplementary,Supplementary
IFC_005_HTML,IFC_Candi_Solar_CI_SII.html,IFC_Disclosure_Pages/IFC_Candi_Solar_CI_SII.html,IFC,Candi Solar CI,Solar energy with storage,C&I rooftop solar photovoltaic and BESS,India; South Africa,Active,Summary of Investment Information - HTML source page,2024,https://disclosures.ifc.org/project-detail/SII/49109/candi-solar-ci,HTML,,N/A,dc117ed6a52cb9d19add01ee62b07c43f6b500585620562f73d0e95bfdba8425,Pending,Medium,Yes,Primary
IFC_005_METADATA_JSON,IFC_Candi_Solar_CI_SII.metadata.json,IFC_Disclosure_Pages/IFC_Candi_Solar_CI_SII.metadata.json,IFC,Candi Solar CI,Solar energy with storage,C&I rooftop solar photovoltaic and BESS,India; South Africa,Active,IFC disclosure metadata,2024,https://disclosures.ifc.org/project-detail/SII/49109/candi-solar-ci,JSON,,N/A,1b6ca524fcea4617c6f861699dcedbda7a7f2a031401d8c7d6dbed29511e7f9a,Pending,High,Supplementary,Supplementary
IFC_005_TXT,IFC_Candi_Solar_CI_SII.txt,IFC_Disclosure_Pages/IFC_Candi_Solar_CI_SII.txt,IFC,Candi Solar CI,Solar energy with storage,C&I rooftop solar photovoltaic and BESS,India; South Africa,Active,Summary of Investment Information - extracted plain text,2024,https://disclosures.ifc.org/project-detail/SII/49109/candi-solar-ci,TXT,,N/A,e04eb8777f99fb18e754ac787d7a4b5f32e264fe63dcc4a2918601d3ca6c9ff5,Pending,Medium,Supplementary,Supplementary
IFC_006_HTML,IFC_Elementum_Debt_SII.html,IFC_Disclosure_Pages/IFC_Elementum_Debt_SII.html,IFC,Elementum Debt,Renewable energy with storage,Onshore wind projects and pilot BESS; operating solar portfolio,Ukraine,Pending Approval,Summary of Investment Information - HTML source page,2026,https://disclosures.ifc.org/project-detail/SII/49272/elementum-debt,HTML,,N/A,80c57e66de7db740ff510a82e9dcf46d55d127758a8afc51427fc168fce600cf,Pending,Medium,Supplementary,Supplementary
IFC_006_METADATA_JSON,IFC_Elementum_Debt_SII.metadata.json,IFC_Disclosure_Pages/IFC_Elementum_Debt_SII.metadata.json,IFC,Elementum Debt,Renewable energy with storage,Onshore wind projects and pilot BESS; operating solar portfolio,Ukraine,Pending Approval,IFC disclosure metadata,2026,https://disclosures.ifc.org/project-detail/SII/49272/elementum-debt,JSON,,N/A,70518672b5962eb0d05eebca0efc2de1146ca34897f8095b97d2401fd93bc5f1,Pending,High,Supplementary,Supplementary
IFC_006_TXT,IFC_Elementum_Debt_SII.txt,IFC_Disclosure_Pages/IFC_Elementum_Debt_SII.txt,IFC,Elementum Debt,Renewable energy with storage,Onshore wind projects and pilot BESS; operating solar portfolio,Ukraine,Pending Approval,Summary of Investment Information - extracted plain text,2026,https://disclosures.ifc.org/project-detail/SII/49272/elementum-debt,TXT,,N/A,33788a03d18b88fbe28dc949423f2b6c67150aa0262748b9f3ad8420a0da7185,Pending,Medium,Supplementary,Supplementary
IFC_004_HTML,IFC_FP_Energy_EF_SII.html,IFC_Disclosure_Pages/IFC_FP_Energy_EF_SII.html,IFC,FP Energy EF,Renewable energy platform,"C&I rooftop/open-access solar, wind-solar hybrid and BESS",India,Active,Summary of Investment Information - HTML source page,2024,https://disclosures.ifc.org/project-detail/SII/48551/fp-energy-ef,HTML,,N/A,55302c9a11c179377b27a930bf4dcbe410070f1eb403cfa306c835acff0dca24,Pending,Medium,Yes,Primary
IFC_004_METADATA_JSON,IFC_FP_Energy_EF_SII.metadata.json,IFC_Disclosure_Pages/IFC_FP_Energy_EF_SII.metadata.json,IFC,FP Energy EF,Renewable energy platform,"C&I rooftop/open-access solar, wind-solar hybrid and BESS",India,Active,IFC disclosure metadata,2024,https://disclosures.ifc.org/project-detail/SII/48551/fp-energy-ef,JSON,,N/A,337d18324fc400dccd0e96dffcbfbb8f8d1b3925ff76279afb07d756c1381264,Pending,High,Supplementary,Supplementary
IFC_004_TXT,IFC_FP_Energy_EF_SII.txt,IFC_Disclosure_Pages/IFC_FP_Energy_EF_SII.txt,IFC,FP Energy EF,Renewable energy platform,"C&I rooftop/open-access solar, wind-solar hybrid and BESS",India,Active,Summary of Investment Information - extracted plain text,2024,https://disclosures.ifc.org/project-detail/SII/48551/fp-energy-ef,TXT,,N/A,f3d565cb9f6ea1290b88c2d16f5694e5524f31db22359a86e4a6baaa83f5249f,Pending,Medium,Supplementary,Supplementary
IFC_001_HTML,IFC_FRV_Solar_India_SII.html,IFC_Disclosure_Pages/IFC_FRV_Solar_India_SII.html,IFC,FRV Solar India,Solar energy,Utility-scale ground-mounted solar photovoltaic,India,Active,Summary of Investment Information - HTML source page,2017,https://disclosures.ifc.org/project-detail/SII/39151/frv-solar-india,HTML,,N/A,b168a1ed2b57cb9c0539bfd2b47b000a064088c9f0bde576193aac95337672ab,Pending,Medium,Yes,Primary
IFC_001_METADATA_JSON,IFC_FRV_Solar_India_SII.metadata.json,IFC_Disclosure_Pages/IFC_FRV_Solar_India_SII.metadata.json,IFC,FRV Solar India,Solar energy,Utility-scale ground-mounted solar photovoltaic,India,Active,IFC disclosure metadata,2017,https://disclosures.ifc.org/project-detail/SII/39151/frv-solar-india,JSON,,N/A,4f5460535197784436730263485916a81e0e8d8057411241c1a99141fd49ce5d,Pending,High,Supplementary,Supplementary
IFC_001_TXT,IFC_FRV_Solar_India_SII.txt,IFC_Disclosure_Pages/IFC_FRV_Solar_India_SII.txt,IFC,FRV Solar India,Solar energy,Utility-scale ground-mounted solar photovoltaic,India,Active,Summary of Investment Information - extracted plain text,2017,https://disclosures.ifc.org/project-detail/SII/39151/frv-solar-india,TXT,,N/A,61e4f9d3e752716895fb44bac5ed8f3ac7b7a170826cee9490b9271980fe7c43,Pending,Medium,Supplementary,Supplementary
IFC_007_HTML,IFC_IndiGrid_BESS_ESRS.html,IFC_Disclosure_Pages/IFC_IndiGrid_BESS_ESRS.html,IFC,IndiGrid BESS,Energy storage,Utility-scale BESS at a transmission substation,India,Active,Environmental and Social Review Summary - HTML source page,2025,https://disclosures.ifc.org/project-detail/ESRS/49907/indigrid-bess,HTML,,N/A,3ec905af2723ca7a6b04c0cbe9fc11c71e6f5bfe7ccf2acdcbe2a52a453c2a11,Pending,Medium,Supplementary,Supplementary
IFC_007_METADATA_JSON,IFC_IndiGrid_BESS_ESRS.metadata.json,IFC_Disclosure_Pages/IFC_IndiGrid_BESS_ESRS.metadata.json,IFC,IndiGrid BESS,Energy storage,Utility-scale BESS at a transmission substation,India,Active,IFC disclosure metadata,2025,https://disclosures.ifc.org/project-detail/ESRS/49907/indigrid-bess,JSON,,N/A,8929cfc9b7d1c186038410af081ce7c3ae2f25c8f5d0141009b2065f8c4c2e9c,Pending,High,Supplementary,Supplementary
IFC_007_TXT,IFC_IndiGrid_BESS_ESRS.txt,IFC_Disclosure_Pages/IFC_IndiGrid_BESS_ESRS.txt,IFC,IndiGrid BESS,Energy storage,Utility-scale BESS at a transmission substation,India,Active,Environmental and Social Review Summary - extracted plain text,2025,https://disclosures.ifc.org/project-detail/ESRS/49907/indigrid-bess,TXT,,N/A,80f110fe30f033b4a64f947624c59ce56f9a7f9dc74926c477ab657e89d5f967,Pending,Medium,Supplementary,Supplementary
IFC_003_HTML,IFC_PCR_Renewables_SII.html,IFC_Disclosure_Pages/IFC_PCR_Renewables_SII.html,IFC,PCR Renewables,Renewable energy,Onshore wind generation and transmission infrastructure,Argentina,Active,Summary of Investment Information - HTML source page,2025,https://disclosures.ifc.org/project-detail/SII/49802/pcr-renewables,HTML,,N/A,20f716e972069643fc95aa0609417f7ab48c777cfbbdb7eafae0318585c5147a,Pending,Medium,Supplementary,Supplementary
IFC_003_METADATA_JSON,IFC_PCR_Renewables_SII.metadata.json,IFC_Disclosure_Pages/IFC_PCR_Renewables_SII.metadata.json,IFC,PCR Renewables,Renewable energy,Onshore wind generation and transmission infrastructure,Argentina,Active,IFC disclosure metadata,2025,https://disclosures.ifc.org/project-detail/SII/49802/pcr-renewables,JSON,,N/A,9cfbfd30237a8db21b413dc5243ddac0c297b5cd11f0793ffe90bb1e15983f4d,Pending,High,Supplementary,Supplementary
IFC_003_TXT,IFC_PCR_Renewables_SII.txt,IFC_Disclosure_Pages/IFC_PCR_Renewables_SII.txt,IFC,PCR Renewables,Renewable energy,Onshore wind generation and transmission infrastructure,Argentina,Active,Summary of Investment Information - extracted plain text,2025,https://disclosures.ifc.org/project-detail/SII/49802/pcr-renewables,TXT,,N/A,7fc91cd3bbaf4cf20ef3be1875572227d99f8dc6d798272cdd3288f16925a183,Pending,Medium,Supplementary,Supplementary
IFC_CONTROL_README,README.txt,IFC_Disclosure_Pages/README.txt,IFC,IFC repository instructions,Repository metadata,,N/A,N/A,README,2026,,TXT,,N/A,3fc521beeec9f1a70a676881bcc84a44b691284020523de627acf9b1b4fad450,Not queued,High,No,Control / Do not index
IFC_CONTROL_SOURCE_URLS,source_urls.csv,IFC_Disclosure_Pages/source_urls.csv,IFC,Multiple IFC projects,Repository metadata,,Multiple,N/A,Source URL manifest,2026,,CSV,,N/A,d4f6701ae7b756f5cb69fc65f0e33fd985a0596f99c55acd3fa11cdcd0f2659e,Not queued,High,No,Control / Do not index
SEC_002_10K_HTML,AES_Corporation_Latest_10K.html,SEC_Annual_Reports_and_Filings/AES_Corporation_Latest_10K.html,SEC,The AES Corporation,Diversified power generation and renewable energy,"Utility-scale solar, wind, BESS and thermal generation",United States; global operations,Operating / annual reporting,SEC Form 10-K for fiscal year ended 2025 - HTML filing,2026,https://www.sec.gov/Archives/edgar/data/874761/000087476126000063/aes-20251231.htm,HTML,,N/A,c8aa49d57c717ec3c85c0097368952121bd20b928275ed80262fd38ea75c9598,Pending,Medium,Supplementary,Supplementary
SEC_002_10K_TXT,AES_Corporation_Latest_10K.txt,SEC_Annual_Reports_and_Filings/AES_Corporation_Latest_10K.txt,SEC,The AES Corporation,Diversified power generation and renewable energy,"Utility-scale solar, wind, BESS and thermal generation",United States; global operations,Operating / annual reporting,SEC Form 10-K for fiscal year ended 2025 - extracted plain text,2026,https://www.sec.gov/Archives/edgar/data/874761/000087476126000063/aes-20251231.htm,TXT,,N/A,c9cedfe27a04f11ec8eb82b0d1c640b525576bca2377dae413bb0c40a17d34d2,Pending,Medium,Supplementary,Supplementary
SEC_002_SUBMISSIONS_JSON,AES_Corporation_submissions.json,SEC_Annual_Reports_and_Filings/AES_Corporation_submissions.json,SEC,The AES Corporation,Diversified power generation and renewable energy,"Utility-scale solar, wind, BESS and thermal generation",United States; global operations,Operating / annual reporting,SEC submissions and filing-history metadata,2026,https://data.sec.gov/submissions/CIK0000874761.json,JSON,,N/A,758f16f729c9ff00f796a7a698fa5b4ac00da6a94cb03b84c3bf948c25b47e6a,Pending,High,Supplementary,Supplementary
SEC_005_10K_HTML,Enphase_Energy_Latest_10K.html,SEC_Annual_Reports_and_Filings/Enphase_Energy_Latest_10K.html,SEC,"Enphase Energy, Inc.",Solar energy technology,"Solar microinverters, residential energy systems and battery storage",United States; global operations,Operating / annual reporting,SEC Form 10-K for fiscal year ended 2025 - HTML filing,2026,https://www.sec.gov/Archives/edgar/data/1463101/000146310126000013/enph-20251231.htm,HTML,,N/A,11deca46cf8d4a3d92918ad8b75f65466c9d959fecf5f7363a7ce13e946efa70,Pending,Medium,Supplementary,Supplementary
SEC_005_10K_TXT,Enphase_Energy_Latest_10K.txt,SEC_Annual_Reports_and_Filings/Enphase_Energy_Latest_10K.txt,SEC,"Enphase Energy, Inc.",Solar energy technology,"Solar microinverters, residential energy systems and battery storage",United States; global operations,Operating / annual reporting,SEC Form 10-K for fiscal year ended 2025 - extracted plain text,2026,https://www.sec.gov/Archives/edgar/data/1463101/000146310126000013/enph-20251231.htm,TXT,,N/A,592350c74dbb7fb17618c7c5d3a8fdd3cce06736d2da6ba93ddfae478e29b530,Pending,Medium,Supplementary,Supplementary
SEC_005_SUBMISSIONS_JSON,Enphase_Energy_submissions.json,SEC_Annual_Reports_and_Filings/Enphase_Energy_submissions.json,SEC,"Enphase Energy, Inc.",Solar energy technology,"Solar microinverters, residential energy systems and battery storage",United States; global operations,Operating / annual reporting,SEC submissions and filing-history metadata,2026,https://data.sec.gov/submissions/CIK0001463101.json,JSON,,N/A,c777636bf0dec38e57968eace7b09308a91f4bdc24e705335b073a6ea56195ae,Pending,High,Supplementary,Supplementary
SEC_003_10K_HTML,First_Solar_Latest_10K.html,SEC_Annual_Reports_and_Filings/First_Solar_Latest_10K.html,SEC,"First Solar, Inc.",Solar energy manufacturing and project development,Thin-film photovoltaic modules and utility-scale solar,United States; global operations,Operating / annual reporting,SEC Form 10-K for fiscal year ended 2025 - HTML filing,2026,https://www.sec.gov/Archives/edgar/data/1274494/000127449426000021/fslr-20251231.htm,HTML,,N/A,286949e3485231f36dcc8939e92ad2d01766f4b487a6200d5981d4b97e0b67ce,Pending,Medium,Supplementary,Supplementary
SEC_003_10K_TXT,First_Solar_Latest_10K.txt,SEC_Annual_Reports_and_Filings/First_Solar_Latest_10K.txt,SEC,"First Solar, Inc.",Solar energy manufacturing and project development,Thin-film photovoltaic modules and utility-scale solar,United States; global operations,Operating / annual reporting,SEC Form 10-K for fiscal year ended 2025 - extracted plain text,2026,https://www.sec.gov/Archives/edgar/data/1274494/000127449426000021/fslr-20251231.htm,TXT,,N/A,f5c5258022c4a70035c55fce0a9a28f2b50346d64ebce5363ede3f1cd1580e50,Pending,Medium,Supplementary,Supplementary
SEC_003_SUBMISSIONS_JSON,First_Solar_submissions.json,SEC_Annual_Reports_and_Filings/First_Solar_submissions.json,SEC,"First Solar, Inc.",Solar energy manufacturing and project development,Thin-film photovoltaic modules and utility-scale solar,United States; global operations,Operating / annual reporting,SEC submissions and filing-history metadata,2026,https://data.sec.gov/submissions/CIK0001274494.json,JSON,,N/A,818281639304937721cbd358d0526666a05f93c32f5900b1433d41f6d23a8d3d,Pending,High,Supplementary,Supplementary
SEC_001_10K_HTML,NextEra_Energy_Latest_10K.html,SEC_Annual_Reports_and_Filings/NextEra_Energy_Latest_10K.html,SEC,"NextEra Energy, Inc.",Diversified power utility and renewable energy,"Utility-scale wind, solar, BESS and regulated electric utility",United States; global operations,Operating / annual reporting,SEC Form 10-K for fiscal year ended 2025 - HTML filing,2026,https://www.sec.gov/Archives/edgar/data/753308/000075330826000015/nee-20251231.htm,HTML,,N/A,047d81ee6c7dac5dffaae69fa1cd2523c7d4d402fcf562fa8ad38aa9e2c32b4d,Pending,Medium,Supplementary,Supplementary
SEC_001_10K_TXT,NextEra_Energy_Latest_10K.txt,SEC_Annual_Reports_and_Filings/NextEra_Energy_Latest_10K.txt,SEC,"NextEra Energy, Inc.",Diversified power utility and renewable energy,"Utility-scale wind, solar, BESS and regulated electric utility",United States; global operations,Operating / annual reporting,SEC Form 10-K for fiscal year ended 2025 - extracted plain text,2026,https://www.sec.gov/Archives/edgar/data/753308/000075330826000015/nee-20251231.htm,TXT,,N/A,0027eb0fd72bd2aa7aec8c82b1f8f3163163c10d1cd30726cc5ebe2a1ee79c17,Pending,Medium,Supplementary,Supplementary
SEC_001_SUBMISSIONS_JSON,NextEra_Energy_submissions.json,SEC_Annual_Reports_and_Filings/NextEra_Energy_submissions.json,SEC,"NextEra Energy, Inc.",Diversified power utility and renewable energy,"Utility-scale wind, solar, BESS and regulated electric utility",United States; global operations,Operating / annual reporting,SEC submissions and filing-history metadata,2026,https://data.sec.gov/submissions/CIK0000753308.json,JSON,,N/A,5586d497551287234714d145e7cc05c71ca34bc5ecb43d4612ab7a665738c0dc,Pending,High,Supplementary,Supplementary
SEC_004_10K_HTML,Ormat_Technologies_Latest_10K.html,SEC_Annual_Reports_and_Filings/Ormat_Technologies_Latest_10K.html,SEC,"Ormat Technologies, Inc.",Geothermal generation and energy storage,"Geothermal power, recovered energy generation and BESS",United States; global operations,Operating / annual reporting,SEC Form 10-K for fiscal year ended 2025 - HTML filing,2026,https://www.sec.gov/Archives/edgar/data/1296445/000129644526000006/ora-20251231.htm,HTML,,N/A,785c1a68cc0d729d0e60861f012e0008da4d04f57c0f60187dd336945c4e5903,Pending,Medium,Supplementary,Supplementary
SEC_004_10K_TXT,Ormat_Technologies_Latest_10K.txt,SEC_Annual_Reports_and_Filings/Ormat_Technologies_Latest_10K.txt,SEC,"Ormat Technologies, Inc.",Geothermal generation and energy storage,"Geothermal power, recovered energy generation and BESS",United States; global operations,Operating / annual reporting,SEC Form 10-K for fiscal year ended 2025 - extracted plain text,2026,https://www.sec.gov/Archives/edgar/data/1296445/000129644526000006/ora-20251231.htm,TXT,,N/A,315c287a91f4c19b16930bc62b1ee71c91a2d2eb61e18d248455ffba62dddd2d,Pending,Medium,Supplementary,Supplementary
SEC_004_SUBMISSIONS_JSON,Ormat_Technologies_submissions.json,SEC_Annual_Reports_and_Filings/Ormat_Technologies_submissions.json,SEC,"Ormat Technologies, Inc.",Geothermal generation and energy storage,"Geothermal power, recovered energy generation and BESS",United States; global operations,Operating / annual reporting,SEC submissions and filing-history metadata,2026,https://data.sec.gov/submissions/CIK0001296445.json,JSON,,N/A,90b8ec8613962b6285451783558bd895ce5d45e358fe4673c3cca7dd8e4c2682,Pending,High,Supplementary,Supplementary
SEC_CONTROL_README,README.txt,SEC_Annual_Reports_and_Filings/README.txt,SEC,SEC repository instructions,Repository metadata,,United States,N/A,README,2026,,TXT,,N/A,7a2af7c1ce0b9c1cf7f1958d5de99a3fc7573e1f625270a77ea6e53be965759e,Not queued,High,No,Control / Do not index
SEC_CONTROL_SOURCE_URLS,source_urls.csv,SEC_Annual_Reports_and_Filings/source_urls.csv,SEC,Multiple SEC registrants,Repository metadata,,United States,N/A,Source URL manifest,2026,,CSV,,N/A,2afe5116b766d60738b64226715a7943db8b6b59d25233a542d227cd5f7e9537,Not queued,High,No,Control / Do not index
